#x	error
0.000999	0.000000654451637
0.001998	0.000000654119659
0.002997	0.000000653787919
0.003996	0.000000653456417
0.004995	0.000000653125153
0.005994	0.000000652794127
0.006993	0.000000652463337
0.007992	0.000000652132785
0.008991	0.000000651802471
0.009990	0.000000651472392
0.010989	0.000000651142550
0.011988	0.000000650812945
0.012987	0.000000650483576
0.013986	0.000000650154444
0.014985	0.000000649825546
0.015984	0.000000649496885
0.016983	0.000000649168459
0.017982	0.000000648840269
0.018981	0.000000648512314
0.019980	0.000000648184593
0.020979	0.000000647857107
0.021978	0.000000647529856
0.022977	0.000000647202838
0.023976	0.000000646876056
0.024975	0.000000646549507
0.025974	0.000000646223192
0.026973	0.000000645897111
0.027972	0.000000645571263
0.028971	0.000000645245649
0.029970	0.000000644920268
0.030969	0.000000644595119
0.031968	0.000000644270204
0.032967	0.000000643945520
0.033966	0.000000643621070
0.034965	0.000000643296851
0.035964	0.000000642972865
0.036963	0.000000642649110
0.037962	0.000000642325587
0.038961	0.000000642002296
0.039960	0.000000641679235
0.040959	0.000000641356406
0.041958	0.000000641033808
0.042957	0.000000640711440
0.043956	0.000000640389303
0.044955	0.000000640067397
0.045954	0.000000639745721
0.046953	0.000000639424275
0.047952	0.000000639103058
0.048951	0.000000638782072
0.049950	0.000000638461315
0.050949	0.000000638140787
0.051948	0.000000637820489
0.052947	0.000000637500419
0.053946	0.000000637180578
0.054945	0.000000636860966
0.055944	0.000000636541582
0.056943	0.000000636222427
0.057942	0.000000635903499
0.058941	0.000000635584800
0.059940	0.000000635266329
0.060939	0.000000634948084
0.061938	0.000000634630068
0.062937	0.000000634312278
0.063936	0.000000633994716
0.064935	0.000000633677381
0.065934	0.000000633360271
0.066933	0.000000633043389
0.067932	0.000000632726733
0.068931	0.000000632410303
0.069930	0.000000632094098
0.070929	0.000000631778120
0.071928	0.000000631462367
0.072927	0.000000631146840
0.073926	0.000000630831537
0.074925	0.000000630516459
0.075924	0.000000630201607
0.076923	0.000000629886980
0.077922	0.000000629572577
0.078921	0.000000629258398
0.079920	0.000000628944443
0.080919	0.000000628630712
0.081918	0.000000628317205
0.082917	0.000000628003922
0.083916	0.000000627690862
0.084915	0.000000627378026
0.085914	0.000000627065413
0.086913	0.000000626753022
0.087912	0.000000626440855
0.088911	0.000000626128910
0.089910	0.000000625817188
0.090909	0.000000625505687
0.091908	0.000000625194408
0.092907	0.000000624883352
0.093906	0.000000624572517
0.094905	0.000000624261904
0.095904	0.000000623951513
0.096903	0.000000623641342
0.097902	0.000000623331392
0.098901	0.000000623021664
0.099900	0.000000622712156
0.100899	0.000000622402869
0.101898	0.000000622093802
0.102897	0.000000621784955
0.103896	0.000000621476328
0.104895	0.000000621167921
0.105894	0.000000620859734
0.106893	0.000000620551766
0.107892	0.000000620244018
0.108891	0.000000619936489
0.109890	0.000000619629179
0.110889	0.000000619322087
0.111888	0.000000619015215
0.112887	0.000000618708561
0.113886	0.000000618402124
0.114885	0.000000618095907
0.115884	0.000000617789907
0.116883	0.000000617484124
0.117882	0.000000617178560
0.118881	0.000000616873213
0.119880	0.000000616568083
0.120879	0.000000616263170
0.121878	0.000000615958474
0.122877	0.000000615653995
0.123876	0.000000615349733
0.124875	0.000000615045687
0.125874	0.000000614741857
0.126873	0.000000614438244
0.127872	0.000000614134846
0.128871	0.000000613831665
0.129870	0.000000613528699
0.130869	0.000000613225948
0.131868	0.000000612923412
0.132867	0.000000612621092
0.133866	0.000000612318987
0.134865	0.000000612017096
0.135864	0.000000611715420
0.136863	0.000000611413959
0.137862	0.000000611112712
0.138861	0.000000610811679
0.139860	0.000000610510860
0.140859	0.000000610210255
0.141858	0.000000609909863
0.142857	0.000000609609685
0.143856	0.000000609309720
0.144855	0.000000609009968
0.145854	0.000000608710429
0.146853	0.000000608411103
0.147852	0.000000608111989
0.148851	0.000000607813088
0.149850	0.000000607514399
0.150849	0.000000607215923
0.151848	0.000000606917658
0.152847	0.000000606619605
0.153846	0.000000606321764
0.154845	0.000000606024134
0.155844	0.000000605726716
0.156843	0.000000605429509
0.157842	0.000000605132512
0.158841	0.000000604835727
0.159840	0.000000604539152
0.160839	0.000000604242787
0.161838	0.000000603946632
0.162837	0.000000603650689
0.163836	0.000000603354954
0.164835	0.000000603059430
0.165834	0.000000602764115
0.166833	0.000000602469010
0.167832	0.000000602174114
0.168831	0.000000601879427
0.169830	0.000000601584949
0.170829	0.000000601290680
0.171828	0.000000600996620
0.172827	0.000000600702768
0.173826	0.000000600409125
0.174825	0.000000600115690
0.175824	0.000000599822462
0.176823	0.000000599529443
0.177822	0.000000599236631
0.178821	0.000000598944026
0.179820	0.000000598651629
0.180819	0.000000598359440
0.181818	0.000000598067457
0.182817	0.000000597775682
0.183816	0.000000597484113
0.184815	0.000000597192751
0.185814	0.000000596901595
0.186813	0.000000596610644
0.187812	0.000000596319901
0.188811	0.000000596029362
0.189810	0.000000595739030
0.190809	0.000000595448903
0.191808	0.000000595158982
0.192807	0.000000594869266
0.193806	0.000000594579756
0.194805	0.000000594290450
0.195804	0.000000594001350
0.196803	0.000000593712453
0.197802	0.000000593423762
0.198801	0.000000593135274
0.199800	0.000000592846991
0.200799	0.000000592558913
0.201798	0.000000592271037
0.202797	0.000000591983366
0.203796	0.000000591695898
0.204795	0.000000591408633
0.205794	0.000000591121571
0.206793	0.000000590834713
0.207792	0.000000590548057
0.208791	0.000000590261605
0.209790	0.000000589975355
0.210789	0.000000589689307
0.211788	0.000000589403461
0.212787	0.000000589117818
0.213786	0.000000588832377
0.214785	0.000000588547138
0.215784	0.000000588262100
0.216783	0.000000587977263
0.217782	0.000000587692628
0.218781	0.000000587408194
0.219780	0.000000587123961
0.220779	0.000000586839930
0.221778	0.000000586556098
0.222777	0.000000586272468
0.223776	0.000000585989037
0.224775	0.000000585705807
0.225774	0.000000585422777
0.226773	0.000000585139948
0.227772	0.000000584857317
0.228771	0.000000584574887
0.229770	0.000000584292656
0.230769	0.000000584010624
0.231768	0.000000583728792
0.232767	0.000000583447158
0.233766	0.000000583165723
0.234765	0.000000582884488
0.235764	0.000000582603450
0.236763	0.000000582322611
0.237762	0.000000582041970
0.238761	0.000000581761527
0.239760	0.000000581481282
0.240759	0.000000581201235
0.241758	0.000000580921386
0.242757	0.000000580641733
0.243756	0.000000580362279
0.244755	0.000000580083021
0.245754	0.000000579803960
0.246753	0.000000579525096
0.247752	0.000000579246428
0.248751	0.000000578967957
0.249750	0.000000578689683
0.250749	0.000000578411605
0.251748	0.000000578133723
0.252747	0.000000577856037
0.253746	0.000000577578547
0.254745	0.000000577301252
0.255744	0.000000577024153
0.256743	0.000000576747249
0.257742	0.000000576470541
0.258741	0.000000576194027
0.259740	0.000000575917708
0.260739	0.000000575641584
0.261738	0.000000575365654
0.262737	0.000000575089919
0.263736	0.000000574814378
0.264735	0.000000574539031
0.265734	0.000000574263878
0.266733	0.000000573988919
0.267732	0.000000573714154
0.268731	0.000000573439582
0.269730	0.000000573165204
0.270729	0.000000572891018
0.271728	0.000000572617026
0.272727	0.000000572343227
0.273726	0.000000572069620
0.274725	0.000000571796206
0.275724	0.000000571522985
0.276723	0.000000571249956
0.277722	0.000000570977119
0.278721	0.000000570704473
0.279720	0.000000570432020
0.280719	0.000000570159759
0.281718	0.000000569887689
0.282717	0.000000569615810
0.283716	0.000000569344123
0.284715	0.000000569072627
0.285714	0.000000568801322
0.286713	0.000000568530207
0.287712	0.000000568259283
0.288711	0.000000567988550
0.289710	0.000000567718008
0.290709	0.000000567447655
0.291708	0.000000567177493
0.292707	0.000000566907521
0.293706	0.000000566637739
0.294705	0.000000566368146
0.295704	0.000000566098743
0.296703	0.000000565829529
0.297702	0.000000565560505
0.298701	0.000000565291670
0.299700	0.000000565023023
0.300699	0.000000564754566
0.301698	0.000000564486296
0.302697	0.000000564218216
0.303696	0.000000563950324
0.304695	0.000000563682620
0.305694	0.000000563415104
0.306693	0.000000563147777
0.307692	0.000000562880636
0.308691	0.000000562613684
0.309690	0.000000562346919
0.310689	0.000000562080341
0.311688	0.000000561813950
0.312687	0.000000561547746
0.313686	0.000000561281729
0.314685	0.000000561015899
0.315684	0.000000560750256
0.316683	0.000000560484799
0.317682	0.000000560219528
0.318681	0.000000559954443
0.319680	0.000000559689544
0.320679	0.000000559424832
0.321678	0.000000559160305
0.322677	0.000000558895963
0.323676	0.000000558631807
0.324675	0.000000558367837
0.325674	0.000000558104051
0.326673	0.000000557840451
0.327672	0.000000557577035
0.328671	0.000000557313804
0.329670	0.000000557050758
0.330669	0.000000556787896
0.331668	0.000000556525219
0.332667	0.000000556262726
0.333666	0.000000556000416
0.334665	0.000000555738291
0.335664	0.000000555476349
0.336663	0.000000555214591
0.337662	0.000000554953017
0.338661	0.000000554691626
0.339660	0.000000554430418
0.340659	0.000000554169394
0.341658	0.000000553908552
0.342657	0.000000553647893
0.343656	0.000000553387416
0.344655	0.000000553127122
0.345654	0.000000552867010
0.346653	0.000000552607080
0.347652	0.000000552347332
0.348651	0.000000552087766
0.349650	0.000000551828382
0.350649	0.000000551569180
0.351648	0.000000551310159
0.352647	0.000000551051320
0.353646	0.000000550792661
0.354645	0.000000550534184
0.355644	0.000000550275888
0.356643	0.000000550017773
0.357642	0.000000549759838
0.358641	0.000000549502084
0.359640	0.000000549244511
0.360639	0.000000548987117
0.361638	0.000000548729904
0.362637	0.000000548472870
0.363636	0.000000548216017
0.364635	0.000000547959343
0.365634	0.000000547702848
0.366633	0.000000547446533
0.367632	0.000000547190397
0.368631	0.000000546934440
0.369630	0.000000546678662
0.370629	0.000000546423063
0.371628	0.000000546167643
0.372627	0.000000545912401
0.373626	0.000000545657337
0.374625	0.000000545402452
0.375624	0.000000545147745
0.376623	0.000000544893216
0.377622	0.000000544638865
0.378621	0.000000544384692
0.379620	0.000000544130697
0.380619	0.000000543876878
0.381618	0.000000543623238
0.382617	0.000000543369774
0.383616	0.000000543116487
0.384615	0.000000542863378
0.385614	0.000000542610445
0.386613	0.000000542357689
0.387612	0.000000542105109
0.388611	0.000000541852706
0.389610	0.000000541600479
0.390609	0.000000541348428
0.391608	0.000000541096553
0.392607	0.000000540844854
0.393606	0.000000540593331
0.394605	0.000000540341983
0.395604	0.000000540090811
0.396603	0.000000539839814
0.397602	0.000000539588992
0.398601	0.000000539338345
0.399600	0.000000539087873
0.400599	0.000000538837576
0.401598	0.000000538587453
0.402597	0.000000538337505
0.403596	0.000000538087731
0.404595	0.000000537838131
0.405594	0.000000537588706
0.406593	0.000000537339454
0.407592	0.000000537090376
0.408591	0.000000536841472
0.409590	0.000000536592742
0.410589	0.000000536344185
0.411588	0.000000536095801
0.412587	0.000000535847590
0.413586	0.000000535599552
0.414585	0.000000535351687
0.415584	0.000000535103995
0.416583	0.000000534856475
0.417582	0.000000534609128
0.418581	0.000000534361953
0.419580	0.000000534114950
0.420579	0.000000533868119
0.421578	0.000000533621460
0.422577	0.000000533374973
0.423576	0.000000533128658
0.424575	0.000000532882514
0.425574	0.000000532636542
0.426573	0.000000532390741
0.427572	0.000000532145111
0.428571	0.000000531899652
0.429570	0.000000531654364
0.430569	0.000000531409247
0.431568	0.000000531164300
0.432567	0.000000530919524
0.433566	0.000000530674918
0.434565	0.000000530430483
0.435564	0.000000530186218
0.436563	0.000000529942123
0.437562	0.000000529698197
